Respondent,InterviewDuration,RandVar,S1,Q01,Q02,Q03,Q04,Q05,Q06Num,Q07Num,Q06,Q06a,Q06b,Q06b_TXT,Q06c,Q07,Q07a,Q07bNum,Q07cNum,Q07b,Q07c,Q07d,Q07d_TXT,Q08,Q08b,Q08b_TXT,Q09Var,Q09varA,Q09varB,Q09varC,Q10Var,Q10varA,Q10varB,Q10varC,Q11Var,Q11varA,Q11varB,Q11varC,Q12Var,Q12varA,Q12varB,Q12varC,Q09,Q10,Q11,Q12,Q12b,Q13,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_80,Q17_TXT,Q18,Q19,Q20,Q21,Q22,Q23,Q24a,Q24,Q25,Q26,Q26_TXT
265,1002,2,Yes,Female,56-70,50+ miles,03-May,No knowledge,100,40,No,Unsure,,It is a lot of money,Unsure,No,Unsure,,20,Question skipped,Yes,,,Option A,,Option A is a lot cheaper whereas Option B shows no proven reduction Option C expensive,1,50%,40%,£5,3,5%,40%,£0.50,3,10%,90%,£5,1,50%,10%,£0.50,Option A,Option B,Option A,Option A,Unsure,3,4,4,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Don’t know,2,GCSE’s / O levels,Retired,No,£501-£1000,8,Chosen,No further comments
266,202,2,Yes,Female,26-39,21-49 miles,6+,Average knowledge,80,10,No,Unsure,,CAN'T AFFORD,Quite sure,Yes,Quite sure,20,,No,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,3,5%,40%,£0.50,1,5%,90%,£2.50,3,10%,40%,£1,Option B,Option A,Option A,Option A,Quite sure,3,3,4,All of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Yes,3,Postgraduate degree,Full-time employment,No,£1501-£2000,9,Chosen,No further comments
267,314,1,Yes,Male,18-25,50+ miles,01-Feb,Little knowledge,80,20,No,Very sure,,I dont care about the environment.,Very sure,No,Very sure,,10,Question skipped,Yes,,,Option A,Chosen,Don't know,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,1,50%,10%,£0.50,Option B,Option A,Option A,Option A,Quite sure,1 – Completely disagree,2,2,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Don’t know,3,Bachelor’s degree,Full-time employment,No,£2001-£2500,8,Chosen,No further comments
268,467,2,Yes,Male,18-25,11-20 miles,03-May,Good knowledge,60,20,No,Very sure,,The government should pay for the research,Very sure,Yes,Quite sure,40,,No,Question skipped,,,Option B,,Better for the environment,2,50%,90%,£1,3,5%,40%,£0.50,2,5%,10%,£1,2,50%,10%,£2.50,Option B,Option B,Option A,Option A,Quite sure,3,4,4,Some of it,Chosen,Not chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,4,A level or college equivalent,Part-time employment,Yes,£0-£500,7,Not chosen,
270,277,1,Yes,Female,18-25,11-20 miles,6+,Average knowledge,5,10,Yes,Very sure,,,Question skipped,Yes,Very sure,20,,Yes,Question skipped,,,Option A,,there was no removed micro plastics and so the cost increase and effectiveness decrease yields no benefit,3,5%,10%,£5,1,10%,10%,£0.50,4,5%,90%,£0.50,4,5%,10%,£5,Option B,Option B,Option B,Option B,Quite sure,2,3,4,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,Yes,4,A level or college equivalent,Student,Yes,£0-£500,10 - Perfectly clear,Chosen,No further comments
271,164,1,Yes,Female,18-25,3-10 miles,01-Feb,Little knowledge,100,90,Yes,Very sure,,,Question skipped,Yes,Very sure,180,,Yes,Question skipped,,,Option B,Chosen,Don't know,3,5%,10%,£5,2,5%,40%,£2.50,4,5%,90%,£0.50,3,10%,40%,£1,Option A,Option B,Option B,Option B,Very sure,4,3,4,Some of it,Not chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Little knowledge,Yes,3,A level or college equivalent,Self-employed,Yes,£501-£1000,5,Chosen,No further comments
272,445,2,Yes,Female,56-70,50+ miles,01-Feb,Average knowledge,90,10,Yes,Very sure,,,Question skipped,Yes,Very sure,20,,Yes,Question skipped,,,Option A,,an additional £5 cost is too much,4,10%,10%,£2.50,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option B,Option A,Option B,Quite sure,3,3,4,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Average knowledge,Don’t know,4,GCSE’s / O levels,Retired,Yes,£5001+,10 - Perfectly clear,,good and thought provoking survey
273,538,1,Yes,Female,40-55,21-49 miles,6+,Average knowledge,40,100,No,Quite sure,,"I am on budget, every penny counts",Quite sure,No,Very sure,,50,Question skipped,No,,I am living on a budget so every penny counts,Option A,,Cheapest,2,50%,90%,£1,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option B,Option A,Option B,Quite sure,3,4,3,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,Yes,2,A level or college equivalent,Full-time employment,Yes,£501-£1000,8,Chosen,No further comments
274,193,2,Yes,Female,26-39,11-20 miles,6+,Average knowledge,100,90,Yes,Quite sure,,,Question skipped,Yes,Quite sure,180,,No,Question skipped,,,Option A,,seems a better fit,1,50%,40%,£5,1,10%,10%,£0.50,3,10%,90%,£5,1,50%,10%,£0.50,Option A,Option A,Option A,Option A,Quite sure,3,3,4,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Don’t know,4,Bachelor’s degree,Full-time employment,No,£2001-£2500,10 - Perfectly clear,Chosen,No further comments
275,485,2,Yes,Female,40-55,11-20 miles,01-Feb,Good knowledge,5,90,Yes,Very sure,,,Question skipped,No,Very sure,,45,Question skipped,No,,I m from Romania in my country never pay water so I say water must to be free,Option A,,Better,3,5%,10%,£5,3,5%,40%,£0.50,1,5%,90%,£2.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,3,3,3,Some of it,Not chosen,Chosen,Not chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,Postgraduate degree,Part-time employment,No,£1001-£1500,10 - Perfectly clear,,Yes I like to dont packing in  plastic like water in plastic
276,636,1,Yes,Female,40-55,50+ miles,01-Feb,No knowledge,100,10,No,Unsure,,"I think the government should pay a percentage, £100 a year on top would be too much",Quite sure,Yes,Very sure,20,,Yes,Question skipped,,,Option B,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,3,10%,90%,£5,1,50%,10%,£0.50,Option B,Option B,Option B,Option B,Very sure,4,4,5 – Completely agree,None of it,Chosen,Not chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,4,GCSE’s / O levels,Full-time employment,No,£1001-£1500,10 - Perfectly clear,Chosen,No further comments
278,236,2,Yes,Male,26-39,11-20 miles,03-May,Good knowledge,20,100,Yes,Very sure,,,Question skipped,Yes,Very sure,200,,Yes,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,3,10%,40%,£1,Option B,Option A,Option A,Option B,Very sure,4,3,4,All of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Little knowledge,No,4,Bachelor’s degree,Full-time employment,Yes,£2501-£3000,6,Chosen,No further comments
279,265,1,Yes,Male,40-55,0-2 miles,6+,Good knowledge,5,80,Yes,Very sure,,,Question skipped,No,Very sure,,40,Question skipped,No,,but i dont want to pay more,Option B,,i like it,4,10%,10%,£2.50,2,5%,40%,£2.50,4,5%,90%,£0.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Quite sure,3,3,3,Some of it,Not chosen,Chosen,Chosen,Not chosen,Not chosen,,Yes,Little knowledge,Yes,4,A level or college equivalent,Full-time employment,Yes,£2501-£3000,9,Chosen,No further comments
282,966,2,Yes,Male,56-70,21-49 miles,03-May,Little knowledge,20,5,No,Quite sure,,The plastics industry should pay for this,Quite sure,Yes,Quite sure,10,,Yes,Question skipped,,,Option B,,"Might as well stop this now before it's to late, alot of these products are used sparingly",2,50%,90%,£1,1,10%,10%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option B,Option A,Option B,Option A,Quite sure,2,3,3,Some of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Yes,4,A level or college equivalent,Retired,No,£501-£1000,10 - Perfectly clear,,No all good
283,221,2,Yes,Male,56-70,0-2 miles,6+,Little knowledge,100,20,Yes,Unsure,,,Question skipped,Yes,Very sure,40,,Yes,Question skipped,,,Option A,,Cheaper and more effective,3,5%,10%,£5,3,5%,40%,£0.50,4,5%,90%,£0.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,4,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,Yes,4,Bachelor’s degree,Full-time employment,Yes,£4001-£5000,10 - Perfectly clear,Not chosen,
284,320,1,Yes,Male,56-70,50+ miles,03-May,Little knowledge,20,60,Yes,Quite sure,,,Question skipped,Yes,Quite sure,120,,Yes,Question skipped,,,Option B,,environmentally friendly,4,10%,10%,£2.50,4,5%,10%,£1,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Quite sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Good knowledge,Yes,5 – Very confident,Postgraduate degree,Full-time employment,No,£4001-£5000,10 - Perfectly clear,Chosen,No further comments
286,466,1,Yes,Male,26-39,50+ miles,01-Feb,Little knowledge,80,80,No,Quite sure,,"I pay alot already, they should have money already",Quite sure,No,Very sure,,40,Question skipped,Yes,,,Option B,,It seems good value for money,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option A,Option B,Option B,Option B,Very sure,2,3,2,None of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,4,GCSE’s / O levels,Full-time employment,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
287,224,1,Yes,Male,26-39,50+ miles,01-Feb,Good knowledge,40,90,Yes,Quite sure,,,Question skipped,No,Quite sure,,45,Question skipped,Yes,,,Option B,,Seems best choice,3,5%,10%,£5,3,5%,40%,£0.50,2,5%,10%,£1,3,10%,40%,£1,Option B,Option B,Option B,Option A,Quite sure,3,4,3,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,4,Postgraduate degree,Full-time employment,Yes,£2501-£3000,10 - Perfectly clear,Chosen,No further comments
288,659,2,Yes,Female,26-39,11-20 miles,6+,Good knowledge,100,40,Yes,Unsure,,,Question skipped,Yes,Very sure,80,,Yes,Question skipped,,,Option A,,For the products to still work,2,50%,90%,£1,1,10%,10%,£0.50,2,5%,10%,£1,3,10%,40%,£1,Option B,Option B,Option B,Option B,Quite sure,4,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,4,A level or college equivalent,Full-time employment,Yes,£2001-£2500,10 - Perfectly clear,Chosen,No further comments
289,308,2,Yes,Female,26-39,3-10 miles,03-May,No knowledge,90,80,No,Very sure,,I think bills are high enough in current climate,Very sure,Yes,Very sure,160,,No,Question skipped,,,Option A,,No cost,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,3,4,5 – Completely agree,None of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Don’t know,3,A level or college equivalent,Full-time employment,No,£1001-£1500,8,,No
290,698,2,Yes,Male,26-39,21-49 miles,01-Feb,Little knowledge,40,20,No,Very sure,,Because this research shouldn't be funded my us,Very sure,Yes,Quite sure,40,,No,Question skipped,,,Option B,Chosen,Don't know,4,10%,10%,£2.50,2,5%,40%,£2.50,1,5%,90%,£2.50,4,5%,10%,£5,Option A,Option B,Option B,Option A,Quite sure,4,4,4,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Little knowledge,Yes,3,Bachelor’s degree,Full-time employment,Yes,£2501-£3000,9,Chosen,No further comments
291,219,2,Yes,Female,26-39,50+ miles,0,No knowledge,100,100,No,Very sure,Chosen,Don't know,Very sure,No,Very sure,,50,Question skipped,No,Chosen,Don't know,Option A,Chosen,Don't know,2,50%,90%,£1,1,10%,10%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option B,Option B,Option B,Option B,Quite sure,3,4,3,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,No knowledge,Don’t know,4,A level or college equivalent,"Not in education, employment or training",Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
292,864,1,Yes,Male,71+,50+ miles,01-Feb,Little knowledge,90,80,No,Very sure,,"I AM 78 YEARS OLD LIVING IN SHELTERED ACCOMMODATION AND HAVE TO PAY A FLAT RATE WATER BILL DESPITE ONLY HAVING A SHOWER, A HAND BASIN, A TOILET AND A SINK",Very sure,No,Very sure,,40,Question skipped,Yes,,,Option A,,I DON'T USE PRODUCTS LIKE THIS JUST WRIGHTS COAL TAR SOAP,1,50%,40%,£5,2,5%,40%,£2.50,2,5%,10%,£1,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Very sure,1 – Completely disagree,1 – Completely disagree,3,None of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Little knowledge,Don’t know,3,A level or college equivalent,Self-employed,No,£2001-£2500,5,,I HAVE ALWAYS BEEN SUSPICIOUS OF TECHNICAL DATA
294,1107,1,Yes,Female,26-39,11-20 miles,03-May,Average knowledge,60,10,No,Very sure,,"Too expensive, bills are high enough to begin wi5h.",Very sure,Yes,Quite sure,20,,No,Question skipped,,,Option A,,No price increase,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option B,Option A,Option B,Quite sure,2,4,3,None of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,No,4,Bachelor’s degree,Full-time employment,Yes,£1501-£2000,8,Chosen,No further comments
295,437,2,Yes,Male,40-55,50+ miles,01-Feb,Average knowledge,80,10,No,Quite sure,,my bill is not large as I have a metre and 80GBP is a huge        it is a huge % of my bill,Quite sure,Yes,Very sure,20,,No,Question skipped,,,Option B,,moderate cost for the benefit,3,5%,10%,£5,2,5%,40%,£2.50,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option A,Quite sure,3,3,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Average knowledge,Yes,4,Bachelor’s degree,Full-time employment,Yes,£5001+,8,Chosen,No further comments
296,376,1,Yes,Male,40-55,50+ miles,01-Feb,Good knowledge,40,60,Yes,Quite sure,,,Question skipped,Yes,Quite sure,120,,No,Question skipped,,,Option A,,Quality service,4,10%,10%,£2.50,2,5%,40%,£2.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option A,Option A,Very sure,4,4,4,All of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,5 – Very confident,A level or college equivalent,Full-time employment,Yes,£4001-£5000,8,Chosen,No further comments
299,539,2,Yes,Female,40-55,50+ miles,0,Strong knowledge,20,90,Yes,Very sure,,,Question skipped,Yes,Very sure,180,,Yes,Question skipped,,,Option B,,We need to stop the production and entering of any plastic in our environment and that needs to be paid one way or the other. So starting now and get that in your monthly cost makes people realise that this has a cost and I prefer it to go via bills than via taxes because that opens the backdoor for politicians to use that money for many other things and they won't take responsibility for anything anyway.,2,50%,90%,£1,2,5%,40%,£2.50,1,5%,90%,£2.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Chosen,"producers, allowers & users are all responsible",Yes,Strong knowledge,Yes,5 – Very confident,Postgraduate degree,Self-employed,Yes,£3001-£4000,10 - Perfectly clear,,I hope you do the research and find the info and a way to stop polluting our environment!
300,718,1,Yes,Female,40-55,0-2 miles,6+,No knowledge,100,5,No,Very sure,,Limited money,Very sure,Yes,Quite sure,10,,No,Question skipped,,,Option B,,Coz the plastic is of no benefit to it's use in i.e sunscreen,1,50%,40%,£5,3,5%,40%,£0.50,2,5%,10%,£1,2,50%,10%,£2.50,Option A,Option B,Option A,Option A,Quite sure,4,4,3,All of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,Prefer not to say,Average knowledge,Yes,2,A level or college equivalent,Prefer not to say,Yes,£0-£500,3,Chosen,No further comments
301,745,2,Yes,Male,26-39,50+ miles,01-Feb,Little knowledge,40,100,Yes,Very sure,,,Question skipped,Yes,Quite sure,200,,Yes,Question skipped,,,Option B,,"I think it's more important to protect the environment than to worry about the cost of an item. If I were offered one with microplastic that was a pound cheaper, I would take the more expensive one.",2,50%,90%,£1,2,5%,40%,£2.50,2,5%,10%,£1,4,5%,10%,£5,Option B,Option B,Option B,Option A,Very sure,4,5 – Completely agree,4,Some of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,4,Bachelor’s degree,Full-time employment,No,£2001-£2500,10 - Perfectly clear,Chosen,No further comments
302,330,1,Yes,Male,26-39,11-20 miles,03-May,Good knowledge,100,40,Yes,Quite sure,,,Question skipped,Yes,Very sure,80,,Yes,Question skipped,,,Option A,,looks like a solid way of ensuring funding,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option A,Option B,Option A,Very sure,4,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,A level or college equivalent,Full-time employment,Yes,£3001-£4000,10 - Perfectly clear,Chosen,No further comments
303,230,2,Yes,Male,40-55,50+ miles,03-May,Little knowledge,60,40,Yes,Quite sure,,,Question skipped,Yes,Quite sure,80,,Yes,Question skipped,,,Option A,,Seems better for environment,3,5%,10%,£5,1,10%,10%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option B,Option B,Option B,Option A,Unsure,3,4,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Yes,3,GCSE’s / O levels,Full-time employment,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
304,475,1,Yes,Female,40-55,0-2 miles,6+,Average knowledge,20,40,Yes,Very sure,,,Question skipped,Yes,Very sure,80,,Yes,Question skipped,,,Option B,,"If the personal care product had less plastic in it, or used a non-toxic non-damaging substitute for plastic and reduced micro plastic in the ocean by 90% and cost me £5 I would prefer this option.  I try not to use personal care products that have plastic in them and I no longer use emollient face cleansers (like L'Oreal) because I learnt the beads are made of plastic and getting into drainage system and then into the ocean.",2,50%,90%,£1,3,5%,40%,£0.50,2,5%,10%,£1,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Very sure,4,4,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Average knowledge,Don’t know,3,Bachelor’s degree,Self-employed,Yes,£1001-£1500,6,,"I think it was a bit wordy and I assumed that when you asked the A and B option (less quality of product) that that meant (B) that there would be less plastic in personal care but it would cost more (so I think for some people it may be a bit too wordy and obtuse).  Maybe you could ask the question more along these lines:  A) IF THERE WAS PLASTIC IN PERSONAL CARE PRODUCT AND THAT MEANT NO PRICE INCREASE B) IF THERE WAS £ XX AMOUNT OF PRICE INCREASE FOR PERSONAL CARE PRODUCT WITH NO PLASTIC TO HELP THE ENVIRONMENT BUT PERFORMING LESS WELL, WOULD YOU PAY AN INCREASE?  CHOOSE WHICH ON YOU PREFER - EITHER A) OR B)"
305,140,1,Yes,Female,56-70,21-49 miles,03-May,Little knowledge,40,90,Yes,Quite sure,,,Question skipped,Yes,Quite sure,180,,No,Question skipped,,,Option A,Chosen,Don't know,3,5%,10%,£5,1,10%,10%,£0.50,4,5%,90%,£0.50,3,10%,40%,£1,Option A,Option B,Option B,Option A,Quite sure,2,3,4,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,No,3,Bachelor’s degree,Full-time employment,No,£2501-£3000,3,Chosen,No further comments
306,390,2,Yes,Male,56-70,0-2 miles,6+,Average knowledge,60,100,No,Quite sure,,This is a wider issue that should be paid for from industry and government,Quite sure,No,Quite sure,,50,Question skipped,No,,Sane as before,Option B,Chosen,Don't know,4,10%,10%,£2.50,1,10%,10%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Quite sure,3,3,3,None of it,Chosen,Not chosen,Chosen,Chosen,Not chosen,,Prefer not to say,Average knowledge,Don’t know,3,Postgraduate degree,Retired,No,Prefer not to say,7,Chosen,No further comments
